X,Y,address,business_name,business_type,precinct,live_date,ObjectId
-83.199179,42.401723,15510 Fenkell St,Mobil,Retail,8,2016/01/01 05:00:00+00,1
-83.159842,42.417175,8930 W McNichols Rd,Marathon,Retail,12,2016/01/01 05:00:00+00,2
-83.197639,42.386789,15439 Schoolcraft Ave,Citgo,Retail,2,2016/01/01 05:00:00+00,3
-83.004221,42.434677,11603 E 7 Mile Rd,Sunoco,Retail,9,2016/01/01 05:00:00+00,4
-82.959684,42.405842,10601 E Outer Dr,BP,Retail,9,2016/01/01 05:00:00+00,5
-82.939714,42.374466,14820 E Jefferson Ave,Mobil,Retail,5,2016/01/01 05:00:00+00,6
-83.23638,42.357863,20000 Joy Rd,Mobil,Retail,6,2016/01/01 05:00:00+00,7
-83.026459,42.336197,2010 E Jefferson Ave,Mobil,Retail,7,2016/01/01 05:00:00+00,8
-83.205325,42.408833,16046 Puritan St,Puritan Liquor,Retail,8,2016/03/03 05:00:00+00,9
-82.946213,42.371749,14200 E Jefferson Ave,Perry's Liquor,Retail,5,2016/03/03 05:00:00+00,10
-83.224043,42.402544,18551 Grand River Ave,Royal Fresh Market,Retail,8,2016/07/23 04:00:00+00,11
-83.25604,42.416266,21640 Grand River Ave,McDonald's,Retail,8,2016/03/03 05:00:00+00,12
-83.154441,42.276309,1781 S Fort St,Exxon,Retail,4,2016/03/21 04:00:00+00,13
-83.105955,42.315912,6003 W Vernor Hwy,McDonald's,Retail,4,2016/03/21 04:00:00+00,14
-82.978853,42.436639,14383 Gratiot Ave,Mike's Fresh Market,Retail,9,2016/04/12 04:00:00+00,15
-82.947685,42.424767,11535 Morang Dr,Sunoco,Retail,9,2016/04/12 04:00:00+00,16
-83.221736,42.401727,18403 Grand River Ave,McDonald's,Retail,8,2016/04/18 04:00:00+00,17
-83.13926,42.369242,9800 Grand River Ave,Mobil,Retail,10,2016/04/18 04:00:00+00,18
-83.237091,42.401038,19850 Fenkell St,Fuel Zone,Retail,8,2016/04/25 04:00:00+00,19
-83.04205,42.335379,535 Monroe St,The Greek,Retail,3,2018/01/30 05:00:00+00,20
-83.04727,42.351906,975 Mack Ave,Exxon,Retail,7,2016/04/25 04:00:00+00,21
-82.938957,42.374723,14900 E Jefferson Ave,Marathon,Retail,5,2016/04/27 04:00:00+00,22
-83.046479,42.351351,1000 Mack Ave,McDonald's,Retail,7,2016/04/28 04:00:00+00,23
-83.008413,42.343858,6416 E Jefferson Ave,Palace Plaza Liquor,Retail,7,2016/05/10 04:00:00+00,24
-83.142641,42.433045,19195 Livernois Ave,Mike's Fresh Market,Retail,12,2016/05/14 04:00:00+00,25
-83.221154,42.372454,18426 Plymouth Rd,Starter's Bar & Grill,Retail,6,2016/05/14 04:00:00+00,26
-83.077038,42.376357,8290 Woodward Ave,Turkey Grill,Retail,3,2016/05/23 04:00:00+00,27
-83.105253,42.368644,8536 Linwood Ave,One Stop Liquor,Retail,10,2016/07/27 04:00:00+00,28
-83.043478,42.334692,401 Monroe St,Parkrite,Services,3,2018/01/30 05:00:00+00,29
-83.259988,42.442816,22021 W 8 Mile Rd,McDonald's,Retail,8,2016/05/27 04:00:00+00,30
-83.129555,42.331454,6876 Michigan Ave,McDonald's,Retail,4,2016/06/04 04:00:00+00,31
-83.196914,42.366079,9540 Greenfield Rd,Glass Bottle Shoppe,Retail,2,2016/06/06 04:00:00+00,32
-83.073994,42.334003,1920 W Fisher Fwy,Mobil,Retail,3,2016/06/21 04:00:00+00,33
-83.078378,42.325517,2600 Bagley Ave,Mexican Village Restaurant,Retail,4,2016/06/28 04:00:00+00,34
-83.200313,42.416284,15550 W McNichols Rd,McDonald's,Retail,8,2016/07/12 04:00:00+00,35
-82.987845,42.356714,8825 E Jefferson Ave,McDonald's,Retail,7,2016/07/23 04:00:00+00,36
-83.178808,42.430858,13403 W 7 Mile Rd,Remedy Rx Pharmacy,Retail,12,2016/08/01 04:00:00+00,37
-83.021876,42.36723,6500 Gratiot Ave,Citgo,Retail,7,2016/09/07 04:00:00+00,38
-83.224914,42.42961,18525 W 7 Mile Rd,BP,Retail,8,2016/09/28 04:00:00+00,39
-83.219712,42.415795,18120 W McNichols Rd,Mobil,Retail,8,2016/10/13 04:00:00+00,40
-83.232858,42.429425,19331 W 7 Mile Rd,Sunoco,Retail,8,2016/10/18 04:00:00+00,41
-83.230691,42.405957,19222 Grand River Ave,Rosedale Community Pharmacy,Retail,8,2016/10/26 04:00:00+00,42
-82.972283,42.443979,14999 Gratiot Ave,Gratiot & Fairmount Market,Retail,9,2016/10/28 04:00:00+00,43
-83.196883,42.343906,15530 W Warren Ave,Dollar Center,Retail,6,2016/11/01 04:00:00+00,44
-82.965023,42.435777,15201 E 7 Mile Rd,Sunoco,Retail,9,2016/11/02 04:00:00+00,45
-82.993256,42.434519,12800 E 7 Mile Rd,Sunoco,Retail,9,2016/11/03 04:00:00+00,46
-82.974127,42.420363,11700 Chalmers St,Citgo,Retail,9,2016/11/03 04:00:00+00,47
-83.123669,42.312714,7635 W Vernor Hwy,Paul's Pizza,Retail,4,2016/11/09 05:00:00+00,48
-83.123502,42.312771,7631 W Vernor Hwy,Sherry's on Vernor,Retail,4,2016/11/09 05:00:00+00,49
-83.123606,42.312739,7633 W Vernor Hwy,Cricket Wireless,Services,4,2016/11/09 05:00:00+00,50
-83.180314,42.416221,13601 W McNichols Rd,Citgo,Retail,2,2016/11/10 05:00:00+00,51
-83.187059,42.416733,14340 W McNichols Rd,Southern Smokehouse,Retail,12,2016/11/15 05:00:00+00,52
-83.127362,42.330564,6835 Michigan Ave,Super Dollar Store,Retail,4,2016/11/18 05:00:00+00,53
-83.160224,42.402731,15321 Wyoming Ave,McDonald's,Retail,12,2016/11/21 05:00:00+00,54
-82.982274,42.361109,9939 E Jefferson Ave,Riviera Auto Service,Services,7,2016/11/22 05:00:00+00,55
-83.242382,42.410679,20400 Grand River Ave,Sunoco,Retail,8,2016/11/29 05:00:00+00,56
-83.07466,42.433486,2847 E 7 Mile Rd,Global Mobile,Retail,11,2016/12/01 05:00:00+00,57
-83.074355,42.433469,2867 E 7 Mile Rd,Scotch Castle Liquor Land,Retail,11,2016/12/01 05:00:00+00,58
-83.237104,42.386053,20001 Schoolcraft Ave,Sonny's Hamburgers,Retail,6,2016/12/01 05:00:00+00,59
-82.977499,42.36324,10520 E Jefferson Ave,Eastown,Retail,5,2016/12/01 05:00:00+00,60
-83.075233,42.433223,2819 E 7 Mile Rd,New Merchant Food Center,Retail,11,2016/12/01 05:00:00+00,61
-83.14072,42.422997,18000 Livernois Ave,Savon Foods,Retail,12,2016/12/02 05:00:00+00,62
-83.14003,42.406661,15700 Livernois Ave,Uptown BBQ & Soulfood,Retail,12,2016/12/06 05:00:00+00,63
-83.19616,42.357804,15401 Joy Rd,Benchmark Party Shoppe,Retail,2,2016/12/07 05:00:00+00,64
-83.179479,42.385368,13676 Grand River Ave,McDonald's,Retail,2,2016/12/07 05:00:00+00,65
-83.069704,42.331139,1715 Michigan Ave,Marathon,Retail,3,2016/12/08 05:00:00+00,66
-83.108331,42.373439,9130 Linwood St,Valero,Retail,10,2016/12/08 05:00:00+00,67
-83.015568,42.445019,10100 E 8 Mile Rd,Bel-Air Luxury Cinema,Services,11,2016/12/09 05:00:00+00,68
-83.023911,42.440868,19840 Van Dyke Rd,McDonald's,Retail,11,2016/12/12 05:00:00+00,69
-83.213695,42.43039,17256 W 7 Mile Rd,Lindsay Food & Drug,Retail,8,2016/12/14 05:00:00+00,70
-83.14143,42.417393,17121 Livernois Ave,McDonald's,Retail,12,2016/12/15 05:00:00+00,71
-83.242837,42.429762,20354 W 7 Mile Rd,Boost Mobile,Services,8,2016/12/19 05:00:00+00,72
-82.991708,42.434448,12930 E 7 Mile Rd,Super Clean Coin Laundry,Services,9,2016/12/20 05:00:00+00,73
-82.970474,42.365321,11250 E Jefferson Ave,Parkway Foods,Retail,5,2016/12/21 05:00:00+00,74
-82.996486,42.389235,10450 Shoemaker St,Wonder Foods,Retail,5,2016/12/21 05:00:00+00,75
-83.122147,42.377447,11320 Dexter Ave,Barrel & Bottle Party Shoppe,Retail,10,2016/12/27 05:00:00+00,76
-83.257184,42.415049,21740 W McNichols Rd,Sunoco,Retail,8,2016/12/27 05:00:00+00,77
-82.988413,42.374362,10300 Mack Ave,Mack & Bewick Market,Retail,5,2016/12/28 05:00:00+00,78
-83.202301,42.415655,15801 W McNichols Rd,Summit Medical Center,Services,8,2016/12/29 05:00:00+00,79
-83.079031,42.440824,19900 Conant St,Pelzer's Party Shoppe,Retail,11,2017/01/03 05:00:00+00,80
-83.021655,42.434316,8139 E 7 Mile Rd,7 Mile Food,Retail,11,2017/01/04 05:00:00+00,81
-83.053582,42.361632,1001 E Warren Ave,Mobil,Retail,7,2017/01/05 05:00:00+00,82
-83.117079,42.359616,8059 Grand River Ave,New Quick Stop Market,Retail,10,2017/01/17 05:00:00+00,83
-83.177866,42.382341,12750 Schaefer Hwy,Sunoco,Retail,2,2017/01/19 05:00:00+00,84
-82.957409,42.429671,18300 Morang Ave,Citgo,Retail,9,2017/01/19 05:00:00+00,85
-83.003544,42.362954,7945 Charlevoix St,Janes Market,Retail,7,2017/01/23 05:00:00+00,86
-82.94196,42.423174,11030 Morang Ave,Clark,Retail,9,2017/01/23 05:00:00+00,87
-83.257262,42.416722,21756 Grand River Ave,City Liquor Shoppe,Retail,8,2017/01/26 05:00:00+00,88
-83.103267,42.382416,10200 Rosa Parks Blvd,Clark,Retail,10,2017/01/26 05:00:00+00,89
-83.185887,42.372662,14421 Plymouth Rd,Club Celebrity,Services,2,2017/01/31 05:00:00+00,90
-83.219644,42.365648,18330 W Chicago Blvd,Seaway Market Place,Retail,6,2017/01/31 05:00:00+00,91
-83.187066,42.372602,14545 Plymouth Rd,Zoom,Retail,2,2017/02/08 05:00:00+00,92
-83.074617,42.352706,1131 W Warren Ave,University Foods,Retail,3,2017/02/09 05:00:00+00,93
-83.241746,42.415274,20324 W McNichols Rd,Soft Cloth Car Wash,Services,8,2017/02/13 05:00:00+00,94
-83.228153,42.371785,19115 Plymouth Rd,Soft Cloth Car Wash,Services,6,2017/02/14 05:00:00+00,95
-83.239274,42.408865,20131 Grand River Ave,Soft Cloth Car Wash,Services,8,2017/02/15 05:00:00+00,96
-83.118407,42.437752,19664 Woodward Ave,Soft Cloth Car Wash,Services,12,2017/02/16 05:00:00+00,97
-83.116107,42.304994,7250 W Lafayette Blvd,Bee Be's Market,Retail,4,2017/02/20 05:00:00+00,98
-83.263318,42.442359,22341 W 8 Mile Rd,Woodland Medical Center,Services,8,2018/01/22 05:00:00+00,99
-83.062798,42.343782,3435 2nd Ave,Grocer Farm Market,Retail,3,2017/02/21 05:00:00+00,100
-83.08096,42.367891,2889 W Grand Blvd,McDonald's,Retail,3,2017/03/07 05:00:00+00,101
-83.150057,42.402331,8105 Fenkell St,Detroit Palace,Retail,10,2017/03/10 05:00:00+00,102
-82.914489,42.409452,18201 Mack Ave,McDonald's,Retail,5,2017/03/20 04:00:00+00,103
-83.098472,42.439481,540 E State Fair,Bottle Stop,Retail,11,2017/03/23 04:00:00+00,104
-82.946468,42.38775,15015 Mack Ave,Maryland Liquor,Retail,5,2017/03/24 04:00:00+00,105
-83.236226,42.385932,19841 Schoolcraft Ave,Citgo,Retail,6,2017/03/31 04:00:00+00,106
-82.967355,42.384007,3800 Conner Ln,Citgo,Retail,5,2017/04/04 04:00:00+00,107
-83.057961,42.358659,500 E Warren Ave,Food Pride Market,Retail,3,2017/04/06 04:00:00+00,108
-83.251306,42.428915,21221 W 7 Mile Rd,Holbrook Auto Parts,Services,8,2017/04/06 04:00:00+00,109
-83.190679,42.430373,14651 W 7 Mile Rd,Holbrook Automotive Parts #2,Services,12,2017/04/06 04:00:00+00,110
-83.106028,42.345138,3888 W Warren Ave,Big Top Liquor,Retail,3,2017/04/06 04:00:00+00,111
-83.130921,42.38909,13301 Dexter Ave,Dexter-Waverly Market,Retail,10,2017/04/06 04:00:00+00,112
-83.038459,42.427259,18054 Mt Elliot St,Randy's Market,Retail,11,2017/04/07 04:00:00+00,113
-83.138764,42.33655,5611 Tarnow St,Sunoco,Retail,4,2017/04/07 04:00:00+00,114
-83.233524,42.372256,19550 Plymouth Rd,Mobil,Retail,6,2017/04/11 04:00:00+00,115
-83.02081,42.370191,6811 Gratiot Ave,Marathon,Retail,7,2017/04/14 04:00:00+00,116
-83.083505,42.440336,1841 E State Fair,Citgo,Retail,11,2017/04/17 04:00:00+00,117
-83.20877,42.416026,16342 W McNichols Rd,Princess Liquor,Retail,8,2017/04/17 04:00:00+00,118
-83.006625,42.367099,7961 Mack Ave,Shell,Retail,7,2017/04/18 04:00:00+00,119
-83.095122,42.362712,2453 W Grand Blvd,Gold Coin Laundry,Services,10,2017/04/19 04:00:00+00,120
-83.203973,42.343897,16200 W Warren Ave,Victory Liquor,Retail,6,2017/04/19 04:00:00+00,121
-83.041953,42.335415,541 Monroe St,Astoria,Retail,3,2018/01/30 05:00:00+00,122
-82.997383,42.38255,9949 E Warren Ave,Sunoco,Retail,7,2017/04/20 04:00:00+00,123
-83.1105,42.356866,7305 Grand River Ave,Citgo,Retail,10,2017/04/20 04:00:00+00,124
-83.095499,42.346324,2971 W Warren Ave,BP,Retail,3,2017/04/28 04:00:00+00,125
-83.005234,42.356709,7353 Kercheval St,Sunoco,Retail,7,2017/04/28 04:00:00+00,126
-83.245512,42.364888,20840 W Chicago Blvd,Scotty J's Liquor,Retail,6,2017/05/03 04:00:00+00,127
-83.139233,42.388998,13730 Livernois Ave,Soap's Car Wash & Details,Services,10,2017/05/05 04:00:00+00,128
-83.08275,42.384792,9400 Woodward Ave,Kenwood Market,Retail,3,2017/05/05 04:00:00+00,129
-83.158912,42.373135,11511 Wyoming Ave,Citgo,Retail,2,2017/05/10 04:00:00+00,130
-82.962686,42.394436,13921 E Warren Ave,First Class,Retail,5,2017/05/10 04:00:00+00,131
-83.255662,42.386201,21746 Schoolcraft Ave,BP,Retail,6,2017/05/10 04:00:00+00,132
-83.082467,42.433177,1901 E 7 Mile Rd,Sunoco,Retail,11,2017/05/30 04:00:00+00,133
-83.021498,42.433796,8140 E 7 Mile Rd,East Seven Mile Apartments,Residential,11,2017/05/10 04:00:00+00,134
-83.10774,42.422086,17800 Woodward Ave,CDG Preferred Properties,Services,12,2017/05/12 04:00:00+00,135
-83.12843,42.366338,4924 Joy Rd,Chapel Hill Church,Services,10,2017/05/12 04:00:00+00,136
-83.024037,42.439436,19638 Van Dyke St,Motown Cafe and Grill,Retail,11,2017/05/16 04:00:00+00,137
-82.968683,42.449455,14900 E 8 Mile Rd,Dunkin Donuts,Retail,9,2017/05/18 04:00:00+00,138
-83.157564,42.359588,8820 Wyoming Ave,Citgo,Retail,2,2017/05/20 04:00:00+00,139
-83.023869,42.340487,650 Chene St,Chene Liquor Shop,Retail,7,2017/05/22 04:00:00+00,140
-83.219347,42.365543,18320 W Chicago St,Cody Liquor,Retail,6,2017/05/24 04:00:00+00,141
-83.159148,42.377201,12050 Grand River Ave,Shell,Retail,2,2017/05/26 04:00:00+00,142
-82.990293,42.373546,10100 Mack Ave,Citgo,Retail,5,2017/05/30 04:00:00+00,143
-83.117992,42.369852,3701 Joy Rd,Grand Liquor,Retail,10,2017/05/31 04:00:00+00,144
-83.053999,42.344921,2915 John R St,The Carlton Lofts,Residential,3,2017/06/01 04:00:00+00,145
-83.245003,42.429125,20545 W 7 Mile Rd,Citgo,Retail,8,2017/06/02 04:00:00+00,146
-83.24776,42.429688,20800 W 7 Mile Rd,Valero,Retail,8,2017/06/06 04:00:00+00,147
-83.200194,42.359062,15750 Joy Rd,Fairlane Nursing Centre,Residential,6,2017/06/13 04:00:00+00,148
-83.281295,42.428562,24341 W 7 Mile Rd,Bellagio Liquor,Retail,8,2017/06/13 04:00:00+00,149
-83.063059,42.418389,3810 E McNichols Rd,Diamond Liquor,Retail,11,2017/06/20 04:00:00+00,150
-83.17019,42.430838,10833 W 7 Mile Rd,Mobil,Retail,12,2017/06/21 04:00:00+00,151
-82.934143,42.417383,17230 Harper Ave,Exxon,Retail,5,2017/06/22 04:00:00+00,152
-83.217457,42.400823,17776 Grand River Ave,BP,Retail,8,2017/06/28 04:00:00+00,153
-83.217586,42.400107,17785 Grand River Ave,Valero,Retail,8,2017/06/28 04:00:00+00,154
-83.272303,42.429414,23540 W 7 Mile Rd,Sunoco,Retail,8,2017/06/28 04:00:00+00,155
-82.975568,42.364135,10736 E Jefferson Ave,BP,Retail,5,2017/06/29 04:00:00+00,156
-83.117531,42.315673,6707 Dix St,Certified Alignment & Suspension,Services,4,2017/07/06 04:00:00+00,157
-83.057556,42.433512,4607 E 7 Mile Rd,Pick A Snack Party Shoppe,Retail,11,2017/07/13 04:00:00+00,158
-82.964518,42.415987,11002 Hayes St,Hayes Liquor Basket,Retail,9,2017/07/17 04:00:00+00,159
-82.964675,42.405687,9100 Chalmers St,76 Gas,Retail,9,2017/07/17 04:00:00+00,160
-83.011225,42.364852,7310 Mack Ave,Elbow Lounge,Services,7,2017/07/18 04:00:00+00,161
-82.969709,42.448179,15405 Gratiot Ave #100,Little Caesar's Pizza,Retail,9,2017/07/24 04:00:00+00,162
-82.969754,42.4482,15405 Gratiot Ave #150,Advance America,Services,9,2017/07/24 04:00:00+00,163
-82.96982,42.44822,15405 Gratiot Ave #200,Game Stop,Retail,9,2017/07/24 04:00:00+00,164
-82.969887,42.448241,15405 Gratiot Ave #250,Vacant,Retail,9,2017/07/24 04:00:00+00,165
-82.969978,42.448248,15405 Gratiot Ave #300,MetroPCS,Services,9,2017/07/24 04:00:00+00,166
-82.970108,42.448288,15405 Gratiot Ave #400,Tax Giant,Services,9,2017/07/24 04:00:00+00,167
-82.970298,42.448342,15405 Gratiot Ave #500,Dollar Center,Retail,9,2017/07/24 04:00:00+00,168
-82.970335,42.44848,15405 Gratiot Ave #600,City Warehouse,Retail,9,2017/07/24 04:00:00+00,169
-83.21972,42.329461,18430 Ford Rd,Wendy's,Retail,6,2017/07/26 04:00:00+00,170
-83.045722,42.412039,5637 Charles St,Super X Liquor,Retail,11,2017/07/26 04:00:00+00,171
-83.053041,42.336359,114 W Adams Ave,Briggs Houze,Residential,3,2017/07/27 04:00:00+00,172
-82.952308,42.416956,10542 Whittier St,Whittier Market,Retail,9,2017/07/28 04:00:00+00,173
-83.14387,42.43174,7100 W 7 Mile Rd,State Farm,Services,12,2017/07/31 04:00:00+00,174
-82.940321,42.401947,16226 E Warren Ave,Public Foods,Retail,5,2017/08/02 04:00:00+00,175
-83.274577,42.429314,23740 W 7 Mile Rd,7-Tel Party Store,Retail,8,2017/08/02 04:00:00+00,176
-82.965579,42.426553,13001 Hayes St,Hayes Troester,Retail,9,2017/08/04 04:00:00+00,177
-83.217378,42.357371,18137 Joy Rd - BP,BP,Retail,6,2017/08/11 04:00:00+00,178
-83.198096,42.372235,15501 Plymouth Rd,McDonald's,Retail,6,2017/08/14 04:00:00+00,179
-83.217246,42.357307,18137 Joy Rd - McD,McDonald's,Retail,6,2017/08/14 04:00:00+00,180
-83.089436,42.322491,3801 W Vernor Hwy,Citgo,Retail,4,2017/08/16 04:00:00+00,181
-83.285799,42.428307,24761 W 7 Mile Rd,BP,Retail,8,2017/08/16 04:00:00+00,182
-83.198021,42.372829,15500 Plymouth Rd,Marathon,Retail,6,2017/08/17 04:00:00+00,183
-83.073694,42.371335,7400 Woodward Ave,New Center Liquor,Retail,3,2017/08/23 04:00:00+00,184
-83.212286,42.415937,17200 W McNichols Rd,Mega Liquor,Retail,8,2017/08/25 04:00:00+00,185
-83.257501,42.417054,17336 Lahser Rd,Motor City Java,Retail,8,2017/08/29 04:00:00+00,186
-83.081282,42.381423,8901 Woodward Ave,Marathon,Retail,3,2017/08/31 04:00:00+00,187
-83.244079,42.42966,20436 W 7 Mile Rd,International Language Solutions,Services,8,2017/09/06 04:00:00+00,188
-83.126684,42.384447,12340 Dexter Ave,Valero,Retail,10,2017/09/08 04:00:00+00,189
-83.124922,42.336628,5015 Livernois Ave,Sunoco,Retail,4,2017/09/12 04:00:00+00,190
-83.264282,42.442623,22355 W 8 Mile Rd,West Oaks Senior Care,Residential,8,2017/10/30 04:00:00+00,191
-83.197248,42.444648,15229 W 8 Mile Rd,GDI Services Inc.,Services,12,2017/10/30 04:00:00+00,192
-83.023763,42.428502,18326 Van Dyke Ave,The Venue,Services,11,2017/11/02 04:00:00+00,193
-83.170262,42.431452,10848 W 7 Mile Rd,Detroit Wine & Liquor,Retail,12,2017/11/02 04:00:00+00,194
-83.014868,42.433646,8740 E 7 Mile Rd,Family Food and Liquor,Retail,11,2017/11/02 04:00:00+00,195
-83.21003,42.37265,16600 Plymouth Rd,JR Party Store,Retail,6,2017/11/02 04:00:00+00,196
-83.006786,42.366421,7900 Mack Ave,Mack Avenue Community Church,Services,7,2017/11/02 04:00:00+00,197
-83.051638,42.433572,5153 E 7 Mile Rd,Riviera Liquor,Retail,11,2017/11/03 04:00:00+00,198
-83.1217,42.376589,10330 Dexter Ave,Dexter Hardware & Lumber,Retail,10,2017/11/06 05:00:00+00,199
-83.08224,42.382977,9101 Woodward Ave,Shamrock,Retail,10,2017/11/06 05:00:00+00,200
