X,Y,address,business_name,business_type,precinct,live_date,ObjectId
-83.197201,42.371808,11408 Greenfield Rd,Detroit Hot Wheel City,Retail,2,2019/10/23 04:00:00+00,580
-82.986075,42.449029,13540 E 8 Mile Rd,Detroit Hot Wheel City,Retail,9,2019/10/23 04:00:00+00,581
-83.123489,42.331403,4310 Cicotte St,Galston Apartments,Residential,4,2019/10/24 04:00:00+00,582
-83.093269,42.316056,1185 Clark St,Clark Apartments,Residential,4,2019/10/25 04:00:00+00,583
-83.192472,42.444717,14711 W 8 Mile Rd,Detroit Hot Wheel City,Retail,12,2019/10/27 04:00:00+00,584
-82.993487,42.411668,11901 Gratiot Ave,A & A Party Place,Retail,9,2019/10/27 04:00:00+00,585
-83.07292,42.369094,6505 Woodward Ave,Lake Trust Credit Union,Services,3,2019/10/28 04:00:00+00,586
-83.123805,42.306198,1515 Springwells St,El Tijerazo,Services,4,2019/10/28 04:00:00+00,587
-82.998071,42.358885,"8116 Kercheval St, Unit 1",Rachel Lee Massage Therapy,Services,7,2019/10/30 04:00:00+00,588
-82.997975,42.358936,"8122 Kercheval St, Unit 1",Mumma Maria's House,Retail,7,2019/10/30 04:00:00+00,589
-82.998945,42.358532,"8044 Kercheval St, Unit 1A",Village Parlor,Services,7,2019/10/30 04:00:00+00,590
-82.999437,42.358346,8016 Kercheval St,Seat Detroit,Services,7,2019/10/30 04:00:00+00,591
-83.067991,42.351714,641 Prentis St,Woldorf Apartment,Residential,3,2019/11/01 04:00:00+00,592
-83.067786,42.35173,633 Prentis St,Dubois Apartment,Residential,3,2019/11/01 04:00:00+00,593
-83.089295,42.323589,512 W Grand Blvd,Barbara Apartments,Residential,4,2019/11/15 05:00:00+00,594
-83.024129,42.445361,20216 Van Dyke St,BP,Retail,11,2019/11/20 05:00:00+00,595
-83.134897,42.416967,3345 W McNichols,Citgo,Retail,12,2019/11/20 05:00:00+00,596
-83.132426,42.30849,2201 Lawndale St,Lawndale Apartments,Residential,4,2019/11/21 05:00:00+00,597
-83.156548,42.445502,8523 8 Mile Rd,Bottoms Up,Retail,12,2019/11/21 05:00:00+00,598
-82.990117,42.416791,12355 Gratiot Ave,Boost Mobile,Services,9,2019/12/11 05:00:00+00,599
-83.0936,42.362206,2500 W Grand Blvd,Young Manor Apartments,Residential,3,2019/11/22 05:00:00+00,600
-83.090205,42.318757,1453 Hubbard St,Harwill Apartments,Residential,4,2019/11/22 05:00:00+00,601
-83.184451,42.416779,14050 W McNichols Rd,Mathews Food and Liquor,Retail,12,2019/11/22 05:00:00+00,602
-83.216557,42.402144,15321 Archdale St,Faith Manor,Residential,8,2019/11/22 05:00:00+00,603
-83.090654,42.324004,545 W Grand Blvd,Grand Apartments,Residential,4,2019/11/25 05:00:00+00,604
-83.039935,42.419508,6201 E McNichols Rd,H & A Auto Parts,Retail,11,2019/11/25 05:00:00+00,605
-82.949389,42.387243,14711 Mack Ave,Mack Ashland Apartments,Residential,5,2019/11/27 05:00:00+00,606
-83.139942,42.40572,15464 Livernois Ave,Exxon,Retail,12,2019/11/27 05:00:00+00,607
-83.102085,42.4398,1 East State Fair Ave,Citgo,Retail,11,2019/11/29 05:00:00+00,608
-83.121088,42.369031,4058 Joy Rd,New Flamingo Liquor,Retail,10,2019/11/29 05:00:00+00,609
-83.079178,42.371031,666 W Bethune St,New Center Pavilion,Residential,3,2019/12/03 05:00:00+00,610
-83.179824,42.409006,15901 Schaefer Hwy,Sunoco,Retail,2,2019/12/04 05:00:00+00,611
-82.978113,42.449187,14100 E 8 Mile Road,Piccadilly Party Store,Retail,9,2019/12/05 05:00:00+00,612
-83.064124,42.345761,641 Brainard St,Midtown Place Apartments,Residential,3,2019/12/06 05:00:00+00,613
-83.13008,42.317879,7800 Dix St,Barnsco,Services,4,2019/12/06 05:00:00+00,614
-83.023915,42.432726,18912 Van Dyke,C-Note Lounge,Services,11,2019/12/12 05:00:00+00,615
-83.08016,42.374178,8231 Second Ave,Mount Zion New Covenant Baptist Church,Services,3,2019/12/13 05:00:00+00,616
-83.021787,42.360896,3561 Mt Elliot,Valero,Retail,7,2019/12/13 05:00:00+00,617
-83.135921,42.308172,9000 W Vernor Hwy,Sheba Auto Services and Sales,Retail,4,2019/12/19 05:00:00+00,618
-83.012444,42.376346,5002 Van Dyke St,Citgo,Retail,7,2019/12/19 05:00:00+00,619
-83.090946,42.331848,2835 23rd St,Michigan Urban Park Apartments,Residential,3,2019/12/19 05:00:00+00,620
-83.041634,42.332396,431 E Congress St,Saint Andrew's Hall,Services,3,2019/12/20 05:00:00+00,621
-83.042082,42.331649,575 Brush St,City Market,Retail,3,2019/12/20 05:00:00+00,622
-83.041792,42.331704,400 E Congress St,Sweetwater Tavern,Retail,3,2019/12/20 05:00:00+00,623
-83.041777,42.332093,415 E Congress St,Legends Detroit,Services,3,2019/12/20 05:00:00+00,624
-83.042161,42.333847,454 E Lafayette St,Loco's,Retail,3,2019/12/20 05:00:00+00,625
-83.042091,42.333702,735 Beaubien St,Niki's Pizza,Retail,3,2019/12/20 05:00:00+00,626
-83.042173,42.332508,686 Brush St,Park-Rite,Services,3,2019/12/20 05:00:00+00,627
-83.04081,42.330924,440 Larned St,Park-Rite,Services,3,2019/12/20 05:00:00+00,628
-83.040994,42.33066,409 E Jefferson Ave,DuMouchelle Art Gallery,Services,3,2019/12/20 05:00:00+00,629
-83.039185,42.332314,577 E Larned St,Junior Achievement,Services,3,2019/12/20 05:00:00+00,630
-83.023769,42.434277,19112 Van Dyke St,Alladin Liquor Store,Retail,11,2019/12/20 05:00:00+00,631
-83.178167,42.365503,13603 W Chicago St,Citgo,Retail,2,2019/12/20 05:00:00+00,632
-83.042412,42.333682,432 E Lafayette St,Bouzouki Club,Services,3,2019/12/20 05:00:00+00,633
-83.010939,42.3426,3472 E Jefferson Ave,Harbortown Market,Retail,7,2019/12/24 05:00:00+00,634
-83.091046,42.432302,1200 E 7 Mile Rd,Valero,Retail,11,2019/12/26 05:00:00+00,635
-82.954776,42.434911,16060 Moross Rd,Our Kidz World Learning Cernter,Services,9,2019/12/28 05:00:00+00,636
-83.223589,42.429603,18415 W 7 Mile Rd,Detroit Hot Wheel City,Retail,8,2020/01/07 05:00:00+00,637
-83.140359,42.417404,17100 Livernois Ave,Marathon,Retail,12,2020/01/08 05:00:00+00,638
-83.178455,42.373411,11611 Schaefer Hwy,Valero,Retail,2,2020/01/11 05:00:00+00,639
-82.925999,42.424191,21001 Moross Rd,Grace Community Church,Services,5,2020/01/14 05:00:00+00,640
-83.134993,42.402476,3443 Fenkell St,Citgo,Retail,10,2020/01/16 05:00:00+00,641
-82.989304,42.355491,8643 E Jefferson Ave,Chalfonte Riverfront Detroit,Residential,7,2020/01/24 05:00:00+00,642
-82.989441,42.355463,8655 E Jefferson Ave,Chalfonte Riverfront Detroit,Residential,7,2020/01/24 05:00:00+00,643
-82.989429,42.35565,915 Fischer St,Chalfonte Riverfront Detroit,Residential,7,2020/01/24 05:00:00+00,644
-83.139653,42.380038,12507 Livernois Ave,Lavern’s Market,Retail,10,2020/01/24 05:00:00+00,645
-83.089233,42.322186,465 W Grand Blvd,Harrington Apartments,Residential,4,2020/01/27 05:00:00+00,646
-83.140945,42.345092,7106 W Warren Ave,West Warren Food Market,Retail,2,2020/01/29 05:00:00+00,647
-83.122746,42.377009,11301 Dexter Ave,Clark Gas Station,Retail,10,2020/01/31 05:00:00+00,648
-83.10321,42.446635,15 W 8 Mile Rd,Sunoco,Retail,12,2020/02/01 05:00:00+00,649
-83.087072,42.320594,388 W Grand Blvd,Wilshire Apartments,Residential,4,2020/02/04 05:00:00+00,650
-83.084625,42.317302,250 W Grand Blvd,Savanah Apartments,Residential,4,2020/02/05 05:00:00+00,651
-83.131909,42.30708,1930 Cabot St,Cabot Apartments,Residential,4,2020/02/06 05:00:00+00,652
-83.12862,42.313453,7930 Pitt St,Pitt Carson Apartments,Residential,4,2020/02/07 05:00:00+00,653
-83.176131,42.416845,13226 W McNichols Rd,Sloppy Chops,Retail,12,2020/02/11 05:00:00+00,654
-82.97264,42.390168,12400 E Warren Ave,Park Side Liquor Store,Retail,5,2020/02/11 05:00:00+00,655
-83.08893,42.318042,1250 Hubbard St,Whitdale Apartments,Residential,4,2020/02/14 05:00:00+00,656
-83.080308,42.339782,2140 Martin Luther King Jr Blvd,Alberta W. King Village Apartments,Residential,3,2020/02/14 05:00:00+00,657
-83.28057,42.42521,24313 Grand River Ave,Best Value Hardware,Retail,8,2020/02/17 05:00:00+00,658
-82.973058,42.40255,13001 Harper Ave,Marathon,Retail,9,2020/02/19 05:00:00+00,659
-83.0528,42.332511,1310 Cass Ave,Rosa Parks Transit Center,Services,3,2020/02/20 05:00:00+00,660
-83.220839,42.365262,18450 W Chicago St,Franklin Village Apartments,Residential,6,2020/02/25 05:00:00+00,661
-83.068192,42.353022,622 W Forest,Hollenden Apartments,Residential,3,2020/02/25 05:00:00+00,662
-83.068274,42.353126,4709 Second Ave,Hollenden Apartments,Residential,3,2020/02/25 05:00:00+00,663
-83.067878,42.353209,4711 Second Ave,Hollenden Apartments,Residential,3,2020/02/25 05:00:00+00,664
-83.068173,42.352998,620 W Forest,Hollenden Apartments,Residential,3,2020/02/25 05:00:00+00,665
-83.097456,42.389066,11567 Hamilton Ave,Mobil,Retail,10,2020/02/26 05:00:00+00,666
-83.139111,42.386125,13300 Livernois Ave,Sunoco,Retail,10,2020/03/05 05:00:00+00,667
-83.013916,42.433887,11000 E 7 Mile Rd,Marathon,Retail,9,2020/03/11 04:00:00+00,668
-82.986679,42.357667,8935 E Jefferson Ave,Hibbard Market,Retail,7,2020/03/17 04:00:00+00,669
-83.140649,42.335757,7640 McGraw St,Michigan Wheel & Tire,Retail,4,2020/03/17 04:00:00+00,670
-83.075136,42.432703,2742 E 7 Mile Rd,Happy's Pizza,Retail,11,2020/06/01 04:00:00+00,671
-82.999864,42.396896,6671 French Rd,"Industrial Container, Inc.",Services,5,2020/08/07 04:00:00+00,672
-82.988874,42.417427,12550 Gratoit Ave,Wendy's,Retail,9,2020/08/27 04:00:00+00,673
-83.180051,42.415094,16841 Schaefer Hwy,Remedy RX Pharmacy,Retail,2,2020/09/03 04:00:00+00,674
-83.04105,42.35987,4234 St Aubin St,St. Aubin Square Apartments,Residential,7,2020/09/28 04:00:00+00,675
-83.040963,42.35973,4200 St Aubin St,St. Aubin Square Apartments,Residential,7,2020/09/28 04:00:00+00,676
-83.186844,42.387568,14401 Grand River Ave,Mary's Grill,Restaurant / Bar,2,2020/10/05 04:00:00+00,677
-83.106529,42.41832,225 Merton Rd,LaVogue Square Apartments,Residential,12,2020/10/06 04:00:00+00,678
-83.09563,42.320487,4336 W Vernor Hwy,La Michoacana,Retail,4,2020/10/09 04:00:00+00,679
-83.055068,42.360125,714 E Warren Ave,Marathon,Retail,3,2020/10/09 04:00:00+00,680
-83.237842,42.400374,20001 Fenkell St,Citgo,Retail,6,2020/10/15 04:00:00+00,681
-83.187385,42.351393,14620 Tireman St,Valero,Retail,2,2020/10/15 04:00:00+00,682
-83.237833,42.415537,19830 W McNichols Rd,Citgo,Retail,8,2020/10/22 04:00:00+00,683
-82.955215,42.407593,15415 Harper Ave,Cognac Castle,Retail,9,2020/10/27 04:00:00+00,684
-83.113488,42.331455,5716 Michigan Ave,Covenant Community Care,Services,4,2020/10/30 04:00:00+00,685
-83.031467,42.349809,2295 E Vernor Hwy,Regency At Chene,Residential,7,2020/10/30 04:00:00+00,686
-83.102283,42.424442,17951 John R St,Michael's  Liquor,Retail,12,2020/11/04 05:00:00+00,687
-83.139151,42.387009,13500 Livernois Ave,Exxon,Retail,10,2020/11/05 05:00:00+00,688
-83.113068,42.418694,17400 Third St,Palmer Park Square,Residential,12,2020/11/09 05:00:00+00,689
-83.276413,42.410353,16550 Telegraph Rd,Chapeau Lounge,Services,8,2020/11/11 05:00:00+00,690
-83.156347,42.328086,9506 Michigan Ave,Venus Club,Services,4,2020/11/13 05:00:00+00,691
-83.141711,42.429241,18685 Livernois Ave,Lana's Bake Shop,Retail,12,2020/11/20 05:00:00+00,692
-83.153849,42.409569,8401 Puritan Ave,Light of the World Deliverance Ministries International,Community,12,2020/11/24 05:00:00+00,693
-83.132358,42.345135,6400 W Warren Ave,Motorama,Retail,2,2020/11/24 05:00:00+00,694
-83.113716,42.420301,811 Covington Dr,Covington Apartments,Residential,12,2020/11/25 05:00:00+00,695
-83.005256,42.434086,11538 E 7 Mile Rd,Dollar Corner,Retail,9,2020/11/25 05:00:00+00,696
-83.113246,42.31238,1700 Waterman St,Waterman Outpatient Clinic,Services,4,2020/12/03 05:00:00+00,697
-83.06611,42.327377,1600 Porter St,Southwest Solutions Housing Resource Center,Services,3,2020/12/03 05:00:00+00,698
-82.958898,42.385036,13228 Mack Ave,Everybody Rides Auto Sales,Retail,5,2020/12/10 05:00:00+00,699
-83.259184,42.42948,22040 W 7 Mile Rd,United Liquor,Party / Liquor Store,8,2020/12/11 05:00:00+00,700
-83.087987,42.323554,1920 25th St,Southwest Housing Solutions,Services,4,2020/12/12 05:00:00+00,701
-83.18678,42.388344,14458 Grand River Ave,Exxon,Retail,2,2020/12/12 05:00:00+00,702
-83.122633,42.331311,6418 Michigan Ave,DaWorx,Services,4,2020/12/16 05:00:00+00,703
-83.122448,42.331335,6406 Michigan Ave,Swanson Income Tax,Services,4,2020/12/16 05:00:00+00,704
-83.122538,42.331288,6410 Michigan Ave,vacant,Retail,4,2020/12/16 05:00:00+00,705
-83.122725,42.331314,6422 Michigan Ave,Preferred Flooring,Retail,4,2020/12/16 05:00:00+00,706
-83.054785,42.359066,4701 Chrysler Dr,Cityview Senior Tower,Residential,3,2020/12/24 05:00:00+00,707
-83.131662,42.34527,6113 Livernois Ave,Motorama,Retail,2,2020/12/24 05:00:00+00,708
-83.039734,42.331172,519 E Jefferson Ave,Sloppy Crab,Retail,3,2020/12/29 05:00:00+00,709
-82.962659,42.421387,12422 Kelly Rd,Academy of Beanie Care,Services,9,2020/12/30 05:00:00+00,710
-82.976339,42.449197,14202 E 8 Mile Rd,Citgo,Retail,9,2020/12/31 05:00:00+00,711
-83.086655,42.324226,"3456 W Vernor Hwy, Suite B",FarmaCity Pharmacy,Services,4,2020/12/31 05:00:00+00,712
-83.034677,42.430708,18615 Sherwood St,PTI - Quality Containment Solutions,Retail,11,2021/01/14 05:00:00+00,713
-82.952186,42.435044,19130 Kelly Rd,Papas,Retail,9,2021/01/22 05:00:00+00,714
-83.081621,42.418205,1900 E McNichols Rd,BP,Retail,11,2021/02/05 05:00:00+00,715
-83.10861,42.418241,325 Merton Rd,Palmer Park Square,Residential,12,2021/02/17 05:00:00+00,716
-83.160419,42.425717,18310 Wyoming St,Xpert Car Care,Services,12,2021/02/19 05:00:00+00,717
-82.995775,42.351092,7875 E Jefferson Ave,Jefferson Liquor Mart,Retail,7,2021/02/22 05:00:00+00,718
-83.21373899,42.41536901,17321 W McNichols Rd,Xpert Car Care,Services,8,2021/02/22 05:00:00+00,719
-83.234261,42.414998,"19449 W McNichols Rd, Ste 1",The SM Creative Store,Retail,8,2021/02/26 05:00:00+00,720
-83.234189,42.414985,"19449 W McNichols Rd, Ste 2",Marketing,Services,8,2021/02/26 05:00:00+00,721
-83.234114,42.414995,"19449 W McNichols Rd, Ste 3",Top Dolla Cutz and Fades,Services,8,2021/02/26 05:00:00+00,722
-83.23405,42.414988,"19449 W McNichols Rd, Ste 4",Classi Ladi,Retail,8,2021/02/26 05:00:00+00,723
-83.14715097,42.33026399,8524 Michigan Ave,Westchester Apartments,Residential,4,2021/03/02 05:00:00+00,724
-83.14194067,42.43441188,19353 Livernois Ave,21st Century Salon,Services,12,2021/03/11 05:00:00+00,725
-83.141931,42.434304,19355 Livernois Ave,vacant,Retail,12,2021/03/11 05:00:00+00,726
-83.141918,42.434373,19359 Livernois Ave,AKOMA,Retail,12,2021/03/11 05:00:00+00,727
-83.141948,42.434442,19367 Livernois Ave,Pretty Lady's Salon,Services,12,2021/03/11 05:00:00+00,728
-83.141943,42.434588,19371 Livernois Ave,UR Shoe Closet,Retail,12,2021/03/11 05:00:00+00,729
-82.97644389,42.43768861,14493 Gratiot Ave,Detroit Blues Cafe,Retail,9,2021/03/13 05:00:00+00,730
-83.24413878,42.34909919,7800 Pierson St,DTE Electric Tree Trimming School,Services,6,2021/03/26 04:00:00+00,731
-83.09071998,42.33016517,2703 23rd St,Detroit Industrial Warehousing,Services,4,2021/04/01 04:00:00+00,732
-83.11388429,42.4310038,18932 Woodward Ave,Cynthia's Poprcorn Shop,Retail,12,2021/04/01 04:00:00+00,733
-83.18345664,42.36944439,9970 Freeland St,H and H Freeland,Retail,2,2021/04/08 04:00:00+00,734
-83.28326577,42.4423931,24377 W 8 Mile Rd,Plumbers Wholesale,Retail,8,2021/04/08 04:00:00+00,735
-83.10913913,42.41968446,361 Covington Rd,361 Covington,Residential,12,2021/04/09 04:00:00+00,736
-83.10936531,42.41972692,381 Covington Rd,381 Covington,Residential,12,2021/04/10 04:00:00+00,737
-83.03951925,42.33183302,546 E Larned St,Minnie's Detroit,Restaurant / Bar,3,2021/04/10 04:00:00+00,738
-83.02672571,42.36074317,3439 Gratiot Ave,Atlas Plumbing Supply Co.,Retail,7,2021/04/14 04:00:00+00,739
-83.10806391,42.41895924,300 Whitmore Rd,300 Whitmore,Residential,12,2021/04/23 04:00:00+00,740
-83.12777812,42.40455487,15395 Linwood St,Linwood Apartments,Residential,10,2021/04/23 04:00:00+00,741
-83.10132737,42.41817654,1 E McNichols Rd,Citgo,Retail,11,2021/04/29 04:00:00+00,742
-83.27350109,42.4313596,19255 Shiawassee Dr,Pierre Manor Apartments,Residential,8,2021/05/06 04:00:00+00,743
-83.25345399,42.42917213,21401 W 7 Mile Rd,Chapel Court Apartments,Residential,8,2021/05/06 04:00:00+00,744
-83.11163269,42.42003602,641 Covington Rd,641 Covington,Residential,12,2021/05/07 04:00:00+00,745
-83.117007,42.420096,980 Whitmore Rd,980 Whitmore,Residential,12,2021/05/19 04:00:00+00,746
-83.110972,42.420045,661 Covington Rd,641 Covington,Residential,12,2021/06/07 04:00:00+00,747
-83.111467,42.420085,671 Covington Rd,641 Covington,Residential,12,2021/06/07 04:00:00+00,748
-83.111696,42.420092,681 Covington Rd,641 Covington,Residential,12,2021/06/07 04:00:00+00,749
-83.112131,42.420051,701 Covington Rd,641 Covington,Residential,12,2021/06/07 04:00:00+00,750
-83.112265,42.420083,711 Covington Rd,641 Covington,Residential,12,2021/06/07 04:00:00+00,751
-83.11531368,42.4203942,900 Whitmore Rd,900 Whitmore,Residential,12,2021/06/09 04:00:00+00,752
-83.1475474,42.37254842,10560 Grand River Ave,Detroit Tire,Retail,2,2021/06/10 04:00:00+00,753
-83.11837051,42.42215088,17725 Manderson Rd,17725 Manderson,Residential,12,2021/06/14 04:00:00+00,754
-83.04816006,42.33545043,1401 Broadway St,The Boll Family YMCA,Community,3,2021/06/18 04:00:00+00,755
-82.99407073,42.35248894,8109 E Jefferson Ave,West Village Garden,Services,7,2021/06/18 04:00:00+00,756
-83.01387744,42.43447835,11001 E 7 Mile Rd,Mobil,Retail,9,2021/06/23 04:00:00+00,757
-83.21525191,42.34375041,17720 W Warren Ave,Shell,Retail,6,2021/06/28 04:00:00+00,758
-83.18457864,42.36221099,9201 Freeland St,5 Star Auto Parts,Retail,2,2021/06/30 04:00:00+00,759
-83.0542003,42.41859115,4900 E McNichols,The Lawn Academy,Services,11,2021/07/09 04:00:00+00,760
-83.11742255,42.4207347,1000 Whitmore Rd,1000 Whitmore,Residential,12,2021/07/23 04:00:00+00,761
-83.11455349,42.42014262,850 Whitmore Rd,850 Whitmore,Residential,12,2021/07/23 04:00:00+00,762
-83.11406356,42.41945034,825 Whitmore Rd,825 Whitmore,Residential,12,2021/07/27 04:00:00+00,763
-83.02574857,42.33980829,595 Chene St,Martin Luther King I and II,Residential,7,2021/07/30 04:00:00+00,764
-83.08062129,42.37323298,675 Seward St,Seward Apartments,Residential,3,2021/08/04 04:00:00+00,765
-83.08632949,42.3699528,1310 Pallister St,Lexington Village,Residential,10,2021/08/05 04:00:00+00,766
